Student ID,Name,Age,Gender,Attendance,Participation,CS101A,CS102A,CS103A,CS104A,CS105A,CS106A,CS107A,CS108A,CS109A,CS1010A,CS1011A,CS1012A,CS1013A,CS1014A,CS1015A,CS1016A,CS1017A,CS1018A,CS1019A,CS1020A,CS1021A,CS1022A,CS1023A,CS1024A,CS1025A,CS1026A,CS1027A,CS1028A,CS1029A,CS1030A,CS1031A,CS1032A,CS1033A,CS1034A,CS1035A,CS1036A,CS1037A,CS1038A,CS1039A,CS1040A,CGPA
ST-00411,KJWLNIR,18,Male,72.02188253,59.14066733,C,D,C,C,E,D,D,D,C,C,B,A,C,A,A,E,D,B,E,E,D,E,D,E,A,C,B,B,D,D,C,E,C,A,C,C,A,C,C,D,1.888
ST-87188,MSYVFTX,26,Male,69.58912035,54.82195966,C,E,B,D,A,D,D,B,C,C,B,D,C,B,D,B,B,E,B,D,E,C,B,A,E,D,E,C,A,A,C,B,C,B,B,B,C,D,A,B,2.188
ST-21415,DNDHVGA,23,Female,94.17433252,71.06166746,B,A,B,B,A,B,B,B,B,C,A,B,B,C,C,C,C,C,C,C,B,A,A,B,A,A,A,C,C,A,A,B,B,B,A,B,A,A,B,A,3.1
ST-33338,PTVOKQC,18,Male,89.59898751,53.13854839,A,A,B,B,B,D,D,B,C,A,D,D,D,C,D,C,C,D,C,A,B,C,A,D,C,D,D,D,C,B,A,A,B,D,C,B,C,A,D,D,2.25
ST-58296,QXXVZOI,25,Female,78.51202718,77.26641621,A,A,C,C,C,D,C,D,C,B,C,D,D,B,C,D,D,A,C,C,A,C,C,A,A,C,B,B,C,D,D,C,D,B,B,B,A,D,A,A,2.375
ST-60596,GIPEWFF,20,Male,87.21183662,61.49770552,D,B,D,D,A,B,C,C,B,D,A,A,C,D,B,C,D,B,B,A,A,A,A,B,B,A,D,B,A,C,D,C,A,B,C,A,D,B,C,D,2.575
ST-78573,VHDOUAC,18,Female,65.92096216,51.84505194,D,F,D,F,B,E,E,C,B,B,E,B,D,C,C,C,D,F,E,B,F,F,B,E,F,B,C,C,D,D,C,F,F,B,C,C,B,B,D,E,1.45
ST-52668,GBSKKPN,18,Female,64.80640055,68.48688325,C,E,A,A,A,D,A,D,D,C,A,C,A,E,C,D,C,C,E,A,B,B,C,D,D,D,A,A,A,A,C,B,E,C,D,C,E,C,B,D,2.238
ST-80964,ACHUBAM,24,Male,67.15683134,86.42638217,B,C,D,A,A,C,D,C,A,C,B,B,C,D,D,A,B,D,C,D,D,D,D,A,D,C,B,B,C,A,A,B,A,C,A,B,B,A,D,A,2.5
ST-99568,VJTVFNQ,24,Male,64.13129651,61.82245156,D,C,B,E,E,E,A,C,D,D,A,D,A,C,B,D,B,D,D,B,D,A,B,B,C,C,B,B,A,E,B,C,B,D,C,C,E,D,B,C,2.088
ST-58892,FCTJIEY,26,Female,72.51735692,65.14552336,D,D,B,A,E,E,C,A,C,B,A,D,E,E,B,C,B,D,B,A,E,D,D,C,A,A,D,D,A,B,C,D,B,C,C,D,B,E,E,E,2
ST-37294,AAHSOAP,26,Male,93.07967087,55.42860549,B,C,B,D,C,D,C,D,B,B,B,C,B,B,D,C,C,D,B,C,A,C,B,B,D,C,C,B,A,A,A,D,B,D,C,C,C,A,A,D,2.375
ST-93293,HRHSOGO,19,Female,91.93271702,56.09215076,B,A,C,A,C,D,D,C,D,D,B,B,C,D,C,A,B,A,D,B,D,A,A,A,C,B,B,D,B,D,C,B,A,C,C,A,C,D,B,A,2.5
ST-58828,DFUIFYT,23,Female,61.75118923,81.9081077,D,A,D,B,A,C,A,D,C,A,D,A,A,B,C,A,C,D,C,B,D,A,C,C,A,B,B,B,D,A,B,B,B,B,D,D,D,C,A,D,2.525
ST-02929,OIZYUTC,22,Male,99.39014888,89.10087565,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,A,A,A,A,B,A,A,A,B,A,B,B,B,A,B,A,A,B,A,B,B,A,B,A,A,3.5
ST-82570,HDUAPDU,25,Female,69.01875078,97.71739176,B,C,C,B,A,C,C,B,A,B,C,B,A,B,A,A,B,B,C,C,A,B,C,B,C,B,C,C,B,A,A,C,C,A,C,C,C,A,B,A,2.875
ST-68129,LGRWIWV,18,Male,65.71282888,96.49127438,C,A,B,B,B,A,A,A,C,C,A,B,A,B,C,B,B,B,B,A,C,C,B,C,C,A,B,B,A,A,A,C,A,B,B,A,A,C,C,B,3.075
ST-72412,IICOTAA,23,Female,50.6054165,76.03270463,A,B,B,E,C,C,B,C,A,B,E,E,D,D,B,C,D,C,A,E,B,B,D,C,B,E,C,A,B,E,E,E,D,D,D,C,A,E,B,E,1.95
ST-32526,MTPBPKU,18,Female,63.68134018,79.82689804,D,C,D,A,B,D,A,B,C,C,C,D,B,B,D,A,A,A,C,C,D,B,B,A,C,B,C,C,D,B,D,D,B,A,D,C,C,C,D,D,2.275
ST-83892,BKERZUU,24,Female,51.34709224,88.75331823,A,B,A,B,D,B,C,C,C,C,B,D,C,C,D,D,D,C,A,C,B,C,B,C,D,D,D,C,C,A,C,A,C,D,A,C,D,A,C,C,2.25
ST-14614,AETEJRP,25,Female,96.96401179,66.54565979,C,B,A,B,C,B,A,A,A,C,C,A,C,A,B,B,C,B,A,C,A,C,C,C,A,A,C,A,C,B,A,A,A,B,B,B,B,C,C,B,3
ST-12838,OBFQNYV,25,Female,65.37351913,96.12909952,B,B,B,A,B,A,B,A,C,C,C,B,C,C,A,B,C,C,B,C,C,A,B,C,A,A,A,B,C,B,B,C,C,A,B,C,B,A,B,C,2.875
ST-77533,IZNHVOE,18,Female,78.57922341,75.03882296,B,A,C,B,C,A,C,C,A,D,D,A,D,B,D,B,C,B,D,B,D,C,C,A,A,A,B,A,A,D,B,C,D,B,B,A,C,D,A,C,2.575
ST-64458,BPFAMQI,23,Female,89.94779596,77.7894861,B,A,B,B,B,A,B,A,B,C,A,C,C,C,A,B,B,A,A,A,B,A,B,A,C,C,B,B,C,C,C,B,C,C,B,C,A,A,B,C,2.975
ST-30210,YGZPRGL,22,Female,65.61002191,73.98590243,E,A,B,A,E,C,E,D,C,D,D,A,A,B,D,B,B,A,E,A,A,C,B,A,D,C,A,A,B,E,E,C,D,B,C,B,B,A,A,B,2.475
ST-16085,RWJIBYO,22,Female,89.77447212,85.29159342,B,C,B,A,A,C,B,A,B,C,A,C,B,A,B,B,B,B,A,B,B,B,A,B,B,B,A,A,C,A,B,A,B,B,C,B,B,C,B,A,3.125
ST-30868,SLOGJIB,23,Male,61.56607642,92.93445007,B,D,A,D,D,C,D,C,C,A,A,B,C,D,A,D,B,A,B,D,D,B,B,D,B,B,D,B,A,D,A,B,D,D,B,A,A,A,C,B,2.475
ST-31748,TXSOJZM,25,Female,82.88054358,66.26701421,B,B,A,B,B,D,A,D,B,A,D,C,D,D,D,D,D,A,D,B,C,A,B,A,C,B,C,C,C,A,A,C,C,D,B,D,C,A,D,D,2.35
ST-95534,YTDUHFV,18,Male,79.72431427,65.40419217,B,D,D,D,D,D,B,A,C,C,C,B,A,C,D,B,D,A,D,B,D,D,D,D,D,B,C,B,D,B,D,A,C,C,D,A,C,C,C,D,2.025
ST-57726,AAVRAAG,19,Female,68.44638941,52.32913602,E,A,D,B,C,C,D,B,C,A,E,D,C,B,C,E,A,A,B,B,D,D,C,C,E,D,D,C,B,C,A,D,C,C,B,E,D,A,C,A,2.112
ST-91143,SXQGAXY,19,Male,78.40418793,60.20996705,C,E,B,B,B,B,B,E,C,D,B,E,A,A,B,C,B,B,C,C,E,C,E,C,C,C,E,E,C,B,E,D,C,B,A,B,A,C,C,B,2.175
ST-24084,WJITARL,19,Female,94.09197802,74.61728663,A,C,B,A,B,C,B,C,B,B,B,B,B,C,A,A,A,B,A,C,A,B,A,A,C,C,C,B,B,A,B,C,A,B,B,B,C,B,C,C,2.975
ST-76865,FEMUDQN,18,Female,54.4123052,63.18950193,E,C,D,F,F,B,F,D,E,B,C,F,C,E,C,C,E,C,E,F,E,C,D,B,C,B,C,F,F,F,C,F,F,C,C,B,F,B,F,E,1.212
ST-01631,XAJWXFZ,24,Female,98.93150443,78.36999871,C,A,A,B,A,C,A,B,A,B,C,B,B,B,B,A,C,A,B,A,C,C,A,B,A,C,B,A,B,C,B,A,C,B,C,B,C,C,A,B,3.025
ST-99244,WGDULFE,18,Female,65.95330219,66.49162439,B,D,D,A,C,A,B,B,C,E,C,D,B,B,C,B,A,C,B,E,E,B,C,D,B,C,C,C,B,D,D,E,A,D,B,C,E,E,B,E,2.062
ST-96184,XTWIWVY,22,Female,91.27633828,77.60900033,A,B,A,A,A,C,A,B,A,B,B,C,C,A,C,C,C,B,A,B,C,B,C,A,C,C,A,B,C,A,A,B,B,C,C,B,B,A,C,B,2.975
ST-39992,GUYQGAL,26,Female,68.28388253,94.98169264,B,C,C,A,B,C,C,A,A,B,C,B,B,A,B,B,C,A,C,A,B,C,B,B,B,C,A,A,A,C,A,C,B,B,C,B,A,A,A,C,3
ST-47815,TEUPTGB,24,Female,68.32166342,65.11935829,D,A,E,D,A,D,C,E,C,E,B,C,E,E,D,A,E,A,C,C,D,B,C,C,A,A,E,E,C,C,A,D,B,E,C,E,D,E,B,B,1.888
ST-68091,KHHUILU,20,Female,75.17855525,52.63906336,E,C,C,B,B,A,C,C,E,D,D,E,D,D,B,A,C,D,D,D,E,A,D,E,E,A,D,B,C,D,D,B,D,D,E,B,E,D,B,A,1.775
ST-04779,BQHRJMI,26,Male,62.14582725,81.70664284,A,D,C,D,C,C,B,C,C,A,B,A,C,A,B,D,A,B,C,A,A,D,C,A,D,B,A,D,C,C,C,B,A,C,A,A,B,B,C,D,2.625
ST-71948,VUYRLYC,24,Male,66.84962331,82.26972238,D,A,B,D,A,A,B,B,C,A,C,B,C,D,A,B,C,C,D,A,C,C,A,A,B,B,B,C,B,B,B,A,D,C,D,A,A,B,D,C,2.675
ST-66527,YKMYDII,24,Male,54.76696906,85.24403854,B,C,B,A,C,B,D,B,A,A,B,A,A,B,B,B,D,A,D,B,A,D,B,C,D,A,C,D,D,A,D,C,A,A,A,C,D,C,C,C,2.625
ST-74068,NYPCMBT,18,Female,60.7818962,66.32478607,A,A,D,E,C,A,A,E,B,C,D,E,E,A,C,D,A,D,A,A,C,D,C,E,A,A,A,D,A,D,C,B,A,A,E,B,E,A,D,B,2.388
ST-89988,BMPXYLM,26,Female,98.51181566,50.77946963,D,A,A,C,D,C,D,A,C,A,A,D,B,C,A,D,A,C,A,B,C,C,A,A,C,B,A,C,A,D,A,D,D,C,A,D,C,C,A,C,2.6
ST-77859,OXLGPHB,24,Female,99.67098404,70.03360696,A,C,A,B,B,C,C,C,B,B,B,C,C,A,B,C,C,A,A,B,A,C,C,B,A,B,B,C,C,B,B,B,B,C,A,B,A,B,C,B,2.875
ST-77708,OIGOLUR,26,Male,53.24074107,56.95011403,E,E,C,E,F,C,D,D,B,D,F,B,D,D,C,D,C,D,D,F,B,F,F,D,D,B,C,F,F,E,D,C,D,F,B,F,E,E,C,D,1.125
ST-33707,HPVRHOW,18,Female,77.09037866,54.64060013,B,E,E,B,C,C,A,A,A,D,C,A,A,C,B,D,A,E,D,D,B,E,D,B,C,D,C,A,D,A,E,B,B,C,B,C,D,A,B,E,2.25
ST-52741,SQUNDCY,21,Male,78.8363124,66.88124175,C,A,A,B,A,C,A,C,C,B,A,C,D,D,A,B,B,D,D,C,C,C,C,D,D,C,D,C,B,B,C,A,D,A,B,A,A,D,A,D,2.475
ST-84283,HJYUQNQ,23,Male,51.48056055,96.46530046,B,B,B,D,C,B,C,A,C,D,D,A,A,C,D,B,C,C,D,B,A,D,B,B,B,D,B,C,B,B,A,B,A,B,A,D,B,B,D,A,2.575
ST-48013,RADVAQG,21,Male,56.29206075,83.75669752,A,A,A,A,A,D,C,C,A,B,B,D,C,B,C,B,A,B,C,D,D,C,B,A,B,D,A,C,D,C,D,A,D,D,C,A,B,D,A,A,2.6
ST-12596,CJCUQVB,23,Female,96.7838861,79.66280068,C,B,B,C,B,A,A,A,B,A,B,A,B,A,A,B,A,B,C,C,A,B,C,B,A,B,B,A,C,B,A,B,C,C,B,B,C,B,B,C,3.05
ST-17477,DTDQBIA,21,Male,91.7412354,80.48160725,B,A,A,A,B,A,B,A,C,C,B,A,B,B,A,C,B,A,A,B,A,A,A,A,A,C,B,C,B,C,B,A,B,A,C,B,B,C,A,C,3.2
ST-57669,KVDNDLG,25,Male,67.66853014,90.4612189,A,D,D,B,A,A,C,B,D,D,D,D,A,B,C,C,A,A,A,B,A,C,D,A,B,A,C,A,D,A,C,D,A,D,B,D,B,B,A,B,2.65
ST-19350,CCYCUHP,20,Male,91.28633336,97.80697345,A,A,B,B,B,A,A,A,B,B,A,B,A,B,B,B,B,B,A,A,A,B,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,B,B,B,3.5
ST-46836,XBWYLDZ,26,Male,62.62770796,86.05113951,A,A,C,C,A,C,D,C,D,D,B,D,A,A,B,C,C,B,A,B,C,B,D,D,B,A,D,C,C,C,B,B,B,C,D,C,B,D,C,D,2.35
ST-96689,ZYTWKZF,22,Female,73.93004819,52.40086944,B,A,D,C,A,C,A,E,B,C,A,E,D,C,C,B,D,B,E,D,E,E,B,D,D,C,B,E,D,B,A,A,B,C,B,C,C,B,D,D,2.1
ST-28913,DBJLYTW,24,Female,98.213016,98.09659678,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,A,B,B,A,A,A,A,B,B,A,A,B,A,A,B,A,3.65
ST-86632,DNMHEJF,20,Male,57.83321132,87.53365072,B,A,D,B,C,C,D,B,D,B,B,C,C,C,B,A,A,B,D,A,D,B,B,C,B,C,A,B,C,C,B,C,D,D,D,A,D,C,A,D,2.4
ST-85040,QYBUIIW,26,Female,95.56412332,55.32327964,A,C,C,A,A,C,D,D,B,C,B,B,D,D,B,C,C,A,B,A,B,C,A,C,B,D,D,B,C,C,D,C,C,A,B,A,A,B,D,C,2.5
ST-30988,FVYFIVS,24,Female,51.92021285,57.86662018,B,F,F,D,F,E,B,C,D,E,B,E,E,D,E,C,E,C,B,C,E,C,F,B,C,D,B,D,F,B,F,B,D,F,B,E,D,B,D,C,1.4
ST-69580,SSVBDRS,18,Male,55.93827477,92.00110699,B,A,B,D,D,D,D,B,C,C,D,C,C,D,C,A,A,D,C,D,D,D,B,C,A,C,C,D,C,B,B,C,A,A,B,A,B,C,B,A,2.35
ST-21607,ILVCFPV,18,Male,80.41767042,87.58859304,A,A,B,A,B,A,B,C,C,C,A,A,A,B,B,B,B,B,A,A,A,B,B,C,B,A,B,C,B,A,B,A,B,B,C,A,C,A,C,C,3.15
ST-35387,TSKKVOS,19,Female,82.55110525,86.13999818,C,C,A,B,A,A,A,B,B,C,B,A,A,B,C,A,C,B,A,C,C,A,A,A,A,C,A,B,C,A,C,B,B,B,B,A,A,A,C,A,3.175
ST-37487,MUCADRS,26,Female,90.50413167,54.48808119,C,A,C,B,A,D,B,B,C,B,B,B,D,A,C,D,D,C,D,A,B,D,D,A,B,B,D,D,A,A,D,C,B,B,D,C,A,B,B,B,2.475
ST-57105,BXUXJPL,25,Female,86.10301387,54.36090003,B,B,B,B,A,A,B,A,D,C,B,A,C,A,C,B,A,D,C,D,A,A,C,D,A,D,D,D,B,D,D,D,B,C,B,C,A,D,C,D,2.45
ST-56042,MAMLXOB,21,Male,95.44951112,94.28881357,A,A,A,B,B,B,B,A,A,A,A,B,A,A,B,B,A,B,B,B,A,A,B,A,A,B,A,B,B,A,A,B,A,B,A,B,B,B,B,B,3.475
ST-51786,OSNCLFK,19,Male,87.74813353,99.67934448,B,A,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,B,A,A,A,A,B,B,A,B,A,B,A,B,A,B,B,B,B,3.575
ST-30529,CKXGIJI,19,Male,88.34322014,97.39999477,B,B,A,B,B,B,B,A,A,A,A,B,B,A,A,A,B,A,B,A,B,A,B,B,A,A,B,B,A,B,B,B,B,B,A,B,A,A,A,A,3.475
ST-25989,FIIXEFM,21,Male,76.69553111,81.51815998,B,C,C,C,A,D,B,D,C,D,D,B,B,D,D,A,C,C,A,B,B,C,B,C,A,D,C,B,C,D,A,C,C,D,B,A,C,A,C,A,2.4
ST-27651,OQIHESP,26,Male,92.30958574,57.11549012,B,A,A,C,B,B,A,A,D,C,A,B,C,B,C,A,D,A,C,D,A,A,C,D,A,C,A,D,A,C,A,C,A,B,D,C,B,A,C,A,2.825
ST-86340,YOQZUXW,25,Female,67.7900767,71.34590385,A,E,E,C,B,E,B,E,B,B,D,A,E,A,C,E,B,B,E,A,B,C,B,E,D,B,C,A,D,B,B,A,B,B,D,A,C,E,D,D,2.188
ST-47124,MTHARRX,26,Male,91.76222534,59.55719304,A,C,C,C,D,D,B,D,C,C,A,D,D,D,A,A,B,B,C,D,A,A,C,D,B,C,B,D,D,D,A,D,D,D,B,A,D,A,D,C,2.2
ST-83339,YMBXUOP,26,Male,68.56416775,88.88175065,C,B,D,A,A,B,D,B,B,B,D,D,A,B,A,D,D,B,C,A,A,D,C,B,D,C,C,C,A,A,A,C,A,A,A,C,B,C,B,D,2.625
ST-13379,PCMYSAR,25,Male,69.04439054,92.07692636,A,B,C,B,A,A,A,B,C,A,A,B,C,B,B,B,B,B,A,B,B,B,A,C,C,A,C,C,B,C,B,A,A,A,B,B,B,C,B,A,3.1
ST-35681,EKWVCZY,22,Male,62.13784709,86.75857154,D,D,C,B,C,D,A,D,A,A,A,D,C,B,D,D,B,D,C,A,C,D,B,C,D,A,B,D,C,A,C,D,B,B,B,C,C,D,C,A,2.275
ST-40535,FTZFZSO,20,Male,51.91092802,83.76858754,D,C,A,B,A,A,E,B,A,C,D,E,A,D,B,C,E,A,E,C,B,D,A,B,A,B,C,D,C,B,E,E,B,C,E,E,D,A,A,D,2.225
ST-95124,KNUTTXY,24,Male,56.54203598,85.95482403,B,C,D,D,B,B,D,B,B,D,B,D,A,B,D,C,B,D,C,B,C,C,D,D,A,B,B,D,C,C,D,B,B,A,B,D,A,C,B,D,2.25
ST-80458,WOMQQIX,21,Male,99.6844433,80.24440089,C,C,B,C,B,C,C,C,B,A,C,B,A,B,A,A,C,C,A,B,C,A,A,A,B,C,C,B,C,A,A,A,C,B,A,B,C,C,B,C,2.875
ST-17342,UVVWFMY,21,Male,71.27634643,53.6007544,D,C,B,C,D,E,C,B,E,A,C,A,B,E,C,C,E,E,C,E,A,C,D,E,A,C,A,C,B,A,A,E,B,D,E,E,C,D,C,D,1.95
ST-25869,PTXLTWX,19,Female,50.15297852,74.36464716,E,B,C,C,A,B,D,A,A,E,C,D,D,B,D,B,E,C,E,E,E,E,B,B,A,D,E,A,E,C,E,C,D,A,E,B,B,B,B,D,1.962
ST-30436,WWFZOKH,26,Male,77.59108358,95.47939106,A,C,C,B,C,A,B,B,C,A,C,B,A,A,A,C,A,A,B,C,C,B,A,C,A,A,C,C,C,C,B,C,A,B,C,B,C,B,B,A,2.925
ST-42856,DDTZUXA,19,Male,60.90597478,92.31348851,A,B,A,D,B,C,A,C,C,B,A,C,A,A,D,C,D,C,C,D,B,A,C,C,A,C,C,B,C,A,B,B,B,A,A,B,D,C,A,D,2.675
ST-36966,GFYNUCF,21,Female,56.29394419,90.49233531,B,B,A,C,B,B,D,A,B,D,B,D,B,D,C,B,B,C,B,D,A,A,D,A,B,B,C,B,B,B,B,B,B,A,A,C,C,C,C,A,2.7
ST-80625,UNLVZHZ,18,Female,54.12651178,55.14584307,E,B,B,F,F,D,D,D,C,E,C,B,E,F,C,B,E,B,E,C,B,B,B,E,E,B,C,B,D,F,F,D,D,B,D,D,C,B,C,F,1.538
ST-31475,QXWCJVN,19,Female,99.1038059,98.82431148,B,B,B,B,A,A,B,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,B,B,B,A,A,A,A,A,A,B,B,A,B,A,B,A,B,A,3.475
ST-16407,STSTBUD,21,Male,62.31178707,88.84279355,D,A,B,A,B,C,C,B,A,A,D,B,B,C,C,C,C,A,B,A,A,B,D,A,A,D,B,A,D,C,C,D,C,D,C,B,A,A,C,D,2.625
ST-51664,CDWXMUD,18,Male,61.2098611,70.49602629,B,C,E,A,C,A,B,E,A,A,A,A,A,B,B,D,B,D,B,C,E,C,E,D,A,E,A,D,C,D,E,A,B,C,A,B,B,D,D,C,2.375
ST-59519,JIOBBDW,23,Male,64.93056553,79.53602198,A,C,D,B,C,A,B,A,A,A,C,C,C,A,C,A,A,C,B,D,B,B,A,A,D,B,A,A,A,C,A,D,B,B,C,D,B,D,A,C,2.825
ST-31430,NEIZQLL,25,Female,91.65648926,63.623379,C,D,C,D,C,D,C,C,C,A,B,C,D,C,A,B,A,A,A,C,C,C,A,A,A,D,A,A,B,A,B,B,A,C,C,C,A,D,C,A,2.675
ST-63427,EYUSNMM,22,Male,90.80465124,76.93382943,A,B,C,C,C,C,A,A,C,B,A,C,C,A,C,B,B,B,A,A,C,B,B,C,C,A,B,C,B,B,A,B,C,C,B,A,B,B,A,C,2.9
ST-20487,CVWGFYV,25,Female,78.61455995,89.64160341,B,C,A,A,B,A,C,B,C,C,C,A,A,C,A,B,C,A,C,B,C,C,A,A,C,B,A,B,C,B,C,C,A,B,A,A,C,B,A,A,3
ST-21510,BZLXRNQ,26,Male,52.00305792,78.06485445,A,E,B,D,B,A,B,B,B,B,B,A,C,B,C,D,E,E,D,C,B,B,A,C,B,C,D,E,E,C,E,D,C,E,D,B,B,D,A,B,2.162
ST-66924,IXGXNJW,23,Male,50.23907472,82.618482,B,E,B,E,E,D,B,C,D,D,B,E,E,A,B,B,A,B,A,E,D,A,E,E,C,E,E,A,E,D,B,A,E,C,A,D,D,B,C,A,2
ST-33080,YBYOSDD,22,Female,52.48218818,68.56842828,D,E,D,A,B,E,B,B,B,C,C,A,E,E,D,D,E,E,B,B,E,E,A,E,C,E,C,E,C,A,C,B,B,A,A,C,E,B,E,A,1.988
ST-17420,OFAOBXD,21,Male,56.09885465,52.32057683,D,E,F,F,B,C,D,E,C,D,B,C,C,C,C,B,E,B,C,E,F,F,D,F,C,F,B,E,D,C,E,B,C,C,B,D,E,D,D,F,1.362
ST-07373,KOXDYDE,20,Male,52.35374349,96.37590219,C,C,A,B,A,C,A,A,A,D,B,B,A,C,C,A,C,C,A,D,C,C,B,A,A,C,B,D,D,D,C,B,B,D,C,D,D,C,D,B,2.475
ST-43006,OOBGUSZ,25,Female,67.56469508,89.00931257,A,B,C,A,D,D,D,B,D,D,C,B,C,D,C,B,A,B,C,D,B,B,A,A,C,C,B,A,A,C,D,A,B,D,D,A,A,C,D,D,2.425
ST-67302,CQLCTFF,24,Male,56.11799147,64.17745034,B,D,A,E,D,B,A,D,D,C,D,C,D,C,C,B,D,A,A,B,C,C,E,A,A,E,D,E,E,D,D,A,B,B,B,D,D,E,C,E,1.962
ST-47083,LXZNOOJ,22,Male,52.57774573,59.83648031,B,B,D,D,B,B,F,F,D,B,D,C,F,D,C,B,E,C,E,C,C,D,C,F,C,B,B,C,E,C,E,D,D,C,D,E,F,D,F,F,1.412
ST-70008,ROYXSYK,21,Female,84.01691713,77.23409276,C,B,A,B,C,C,A,A,C,C,A,B,A,A,A,A,A,B,C,B,B,B,A,C,B,B,A,B,A,C,A,C,C,C,B,B,A,C,A,B,3.075
ST-18330,GTAFRXP,24,Female,93.31212271,51.72353645,A,B,D,C,B,B,B,D,A,A,C,A,D,A,A,A,C,B,D,B,D,B,A,C,D,D,C,A,A,C,A,C,A,D,B,B,B,A,B,B,2.75
ST-45781,BESYXIS,26,Female,69.64479582,93.34912193,A,B,B,B,B,B,B,A,C,C,B,B,C,A,A,C,A,C,C,C,A,A,A,C,B,C,C,C,C,C,C,A,C,B,A,A,A,B,C,B,2.9
ST-00629,JMRENFW,21,Female,91.5493723,84.84575051,C,C,B,C,B,B,A,A,C,B,B,C,B,B,C,C,C,A,B,C,B,B,B,A,A,C,C,A,A,B,C,A,A,A,A,C,B,B,A,C,2.95
ST-58799,BEFGCEP,23,Female,90.63408062,70.11337785,B,B,B,A,C,C,A,A,C,C,A,A,A,C,A,B,B,A,A,A,C,A,A,C,A,A,A,A,A,B,B,A,C,B,B,C,C,C,A,C,3.175
ST-24854,BSIUFCO,19,Female,63.98607133,73.68380455,A,E,E,E,C,E,A,E,A,B,E,A,D,D,A,C,C,E,D,A,D,D,D,D,B,A,B,E,E,A,B,B,D,A,B,B,D,D,B,D,2.038
ST-65729,EQPWSKO,25,Male,68.4917024,71.13058607,B,D,C,C,E,C,C,B,B,E,A,B,E,C,C,E,B,E,E,B,D,A,B,D,C,B,D,E,E,E,B,C,E,E,D,D,C,A,E,A,1.825
ST-16494,FLZLWRX,19,Male,66.62743391,89.44692886,A,D,D,C,A,C,D,C,A,C,A,D,D,B,B,A,C,B,B,B,A,D,D,B,B,C,B,B,C,B,D,C,B,D,C,B,A,C,D,C,2.4
ST-86413,YEAVMQU,25,Female,71.84249086,90.37829376,C,A,A,B,A,B,B,A,A,B,A,C,C,B,C,B,C,B,C,A,A,A,B,B,B,C,A,C,A,C,C,A,B,A,A,B,B,C,A,B,3.1
ST-31927,OFVGRQE,22,Female,65.30302895,85.47824242,B,B,C,D,A,C,C,A,C,D,D,D,D,D,B,B,C,B,C,B,A,D,C,B,C,B,A,D,B,A,B,B,A,A,B,B,A,A,C,C,2.575
ST-14276,KGGOYYD,25,Female,82.84070307,97.18812733,B,B,B,B,A,B,A,B,A,B,A,B,B,B,A,A,B,B,B,A,A,A,B,A,A,B,B,A,B,B,A,A,B,B,A,A,A,A,A,A,3.5
ST-00482,WGAMYTA,25,Male,58.9994654,50.38373109,B,C,D,C,E,E,D,E,B,F,B,D,E,B,C,C,C,B,F,B,B,B,E,E,B,B,B,D,B,B,B,E,B,F,D,E,F,E,B,D,1.712
ST-30958,VBEJJLC,21,Female,55.80352508,72.31977207,C,C,D,A,B,A,B,B,B,D,E,B,D,A,B,A,C,C,C,E,A,C,E,D,A,D,C,E,C,A,E,B,A,A,E,D,D,C,B,E,2.212
ST-46629,BSKLTOH,24,Male,80.66231743,95.73621327,A,B,B,B,A,C,B,A,C,A,A,B,C,B,B,A,B,B,B,B,B,A,C,A,C,C,B,B,B,C,A,B,B,C,B,A,B,A,B,A,3.1
ST-05347,LVEUNNT,22,Female,56.55393586,83.14933676,D,A,C,D,A,A,C,B,A,B,D,A,E,B,C,B,C,E,D,C,E,D,E,B,A,E,E,D,C,C,E,E,B,D,E,B,E,C,E,D,1.862
ST-09039,XMBAZWI,20,Female,62.10628224,52.68620807,C,C,E,E,D,B,C,E,F,E,B,D,D,E,D,F,C,C,C,D,C,E,D,F,B,B,B,F,B,B,B,C,B,D,F,E,D,F,E,B,1.45
ST-01773,YISPTVX,19,Female,72.44914376,94.82879968,C,B,C,B,C,A,B,C,C,A,C,C,B,B,C,C,C,B,B,A,A,C,A,C,C,A,C,C,C,B,A,C,B,B,A,A,A,A,A,A,2.9
ST-69398,WFCHROC,25,Male,82.44704632,95.9198523,B,C,C,C,C,C,A,C,B,C,C,A,C,C,A,A,A,C,B,C,A,C,C,B,C,B,B,C,B,B,C,C,B,C,B,B,A,B,B,A,2.725
ST-55604,WUZEOUU,25,Female,56.6950711,96.28642516,D,C,C,A,C,D,D,D,C,A,D,B,D,D,C,C,A,B,C,D,A,D,D,A,D,D,D,D,D,B,B,B,D,B,B,C,C,D,B,D,2
ST-61206,YCBGSNV,22,Female,66.66357158,76.50227187,C,D,C,B,C,A,C,B,B,B,A,D,D,C,C,B,D,B,B,B,B,B,C,A,C,B,C,B,C,C,B,C,C,C,A,A,B,B,B,D,2.525
